都道府県,市町村,一般競争 ,総合評価落札方式,プロポーザル方式,低入札価格調査・最低制限価格制度,予定価格の公表,R1年度競争入札平均落札率
千葉県 ,浦安市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.803
千葉県 ,四街道市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.745
千葉県 ,袖ケ浦市,導入していない ,導入していない ,本格導入 ,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.756
千葉県 ,八街市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
千葉県 ,印西市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.854
千葉県 ,白井市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.759
千葉県 ,富里市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.807
千葉県 ,南房総市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.821
千葉県 ,匝瑳市,本格導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.322
千葉県 ,香取市,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.884
千葉県 ,山武市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.874
千葉県 ,いすみ市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
千葉県 ,大網白里市,本格導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.691
千葉県 ,酒々井町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.682
千葉県 ,栄町,本格導入 ,2009年本格導入 ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.976
千葉県 ,神崎町,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.934
千葉県 ,多古町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.45
千葉県 ,東庄町,試行導入 ,2010年試行導入 ,導入していない ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.896
千葉県 ,九十九里町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.921
千葉県 ,芝山町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.868
千葉県 ,横芝光町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
千葉県 ,一宮町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,1
千葉県 ,睦沢町,本格導入 ,2008年試行導入 ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.79
千葉県 ,長生村,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,-
千葉県 ,白子町,本格導入 ,2008年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,-
千葉県 ,長柄町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.995
千葉県 ,長南町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,"案件により事後公表及
び事前公表を併用",0.963
千葉県 ,大多喜町,試行導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.955
千葉県 ,御宿町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,"案件により事後公表及
び事前公表を併用",-
千葉県 ,鋸南町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.928
東京都 ,千代田区,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,-
東京都 ,中央区,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,0.791
東京都 ,港区,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件非公表 ,0.747
東京都 ,新宿区,導入していない ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件非公表 ,0.85
東京都 ,文京区,導入していない ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.828
東京都 ,台東区,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,"原則非公表、一部案件
で事後公表",0.828
東京都 ,墨田区,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,-
東京都 ,江東区,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,"案件により事後公表及
び事前公表を併用",0.824
東京都 ,品川区,本格導入 ,2007年本格導入 ,本格導入 ,いずれの制度も導入していない ,"原則非公表、一部案件
で事前公表",0.633
東京都 ,目黒区,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,-
東京都 ,大田区,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,0.806
東京都 ,世田谷区,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,-
東京都 ,渋谷区,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,0.687
東京都 ,中野区,本格導入 ,2017年本格導入 ,本格導入 ,最低制限価格制度のみ導入,"原則非公表、一部案件
で事後公表",0.818
東京都 ,杉並区,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,"原則非公表、一部案件
で事後公表",-
東京都 ,豊島区,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,"原則事前公表、一部の
案件で事後公表を試行",-
東京都 ,北区,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,-
東京都 ,荒川区,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.758
東京都 ,板橋区,本格導入 ,2018年試行導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.815
東京都 ,練馬区,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件非公表 ,0.859
東京都 ,足立区,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.852
東京都 ,葛飾区,導入していない ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.765
東京都 ,江戸川区,本格導入 ,導入していない ,導入していない,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.913
東京都 ,八王子市,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.891
